1	-0.276
2	-0.326
3	-0.362
4	-0.384
5	-0.391
6	-0.379
7	-0.346
8	-0.287
9	-0.201
10	-0.089
11	0.044
12	0.189
13	0.333
14	0.46
15	0.556
16	0.609
17	0.614
18	0.568
19	0.478
20	0.352
21	0.204
22	0.047
23	-0.106
24	-0.246
25	-0.367
26	-0.467
27	-0.543
28	-0.595
29	-0.621
30	-0.62
31	-0.586
32	-0.515
33	-0.405
34	-0.257
35	-0.076
36	0.125
37	0.331
38	0.523
39	0.682
40	0.79
41	0.837
42	0.818
43	0.735
44	0.601
45	0.427
46	0.233
47	0.033
48	-0.158
49	-0.332
50	-0.481
51	-0.604
52	-0.698
53	-0.762
54	-0.791
55	-0.782
56	-0.728
57	-0.626
58	-0.475
59	-0.279
60	-0.049
61	0.199
62	0.443
63	0.661
64	0.832
65	0.938
66	0.971
67	0.929
68	0.82
69	0.658
70	0.458
71	0.241
72	0.021
73	-0.188
74	-0.378
75	-0.543
76	-0.681
77	-0.787
78	-0.858
79	-0.889
80	-0.872
81	-0.803
82	-0.678
83	-0.499
84	-0.272
85	-0.014
86	0.255
87	0.513
88	0.735
89	0.901
90	0.996
91	1.013
92	0.956
93	0.834
94	0.661
95	0.456
96	0.236
97	0.015
98	-0.196
99	-0.39
100	-0.56
101	-0.704
102	-0.816
103	-0.89
104	-0.919
105	-0.896
106	-0.815
107	-0.675
108	-0.481
109	-0.242
110	0.022
111	0.292
112	0.542
113	0.75
114	0.899
115	0.977
116	0.981
117	0.916
118	0.792
119	0.625
120	0.43
121	0.221
122	0.011
123	-0.191
124	-0.379
125	-0.547
126	-0.69
127	-0.8
128	-0.871
129	-0.894
130	-0.862
131	-0.772
132	-0.624
133	-0.426
134	-0.192
135	0.062
136	0.312
137	0.537
138	0.719
139	0.843
140	0.902
141	0.896
142	0.829
143	0.714
144	0.561
145	0.384
146	0.194
147	0.002
148	-0.186
149	-0.363
150	-0.521
151	-0.654
152	-0.754
153	-0.812
154	-0.822
155	-0.779
156	-0.68
157	-0.531
158	-0.341
159	-0.123
160	0.103
161	0.319
162	0.508
163	0.655
164	0.75
165	0.79
166	0.775
167	0.712
168	0.608
169	0.474
170	0.318
171	0.15
172	-0.021
173	-0.19
174	-0.347
175	-0.487
176	-0.6
177	-0.679
178	-0.717
179	-0.708
180	-0.65
181	-0.547
182	-0.404
183	-0.233
184	-0.046
185	0.141
186	0.313
187	0.457
188	0.564
189	0.629
190	0.651
191	0.63
192	0.571
193	0.481
194	0.366
195	0.233
196	0.089
197	-0.057
198	-0.199
199	-0.329
200	-0.439
201	-0.522
202	-0.57
203	-0.581
204	-0.551
205	-0.483
206	-0.383
207	-0.257
208	-0.117
209	0.026
210	0.163
211	0.283
212	0.379
213	0.447
214	0.483
215	0.488
216	0.463
217	0.411
218	0.335
219	0.241
220	0.134
221	0.02
222	-0.095
223	-0.202
224	-0.293
225	-0.364
226	-0.407
227	-0.42
228	-0.403
229	-0.357
230	-0.289
231	-0.204
232	-0.11
233	-0.015
234	0.076
235	0.155
236	0.22
237	0.269
238	0.299
239	0.311
240	0.304
241	0.279
242	0.237
243	0.18
244	0.111
245	0.034
246	-0.044
247	-0.117
248	-0.178
249	-0.223
250	-0.246
251	-0.247
252	-0.227
253	-0.19
254	-0.141
255	-0.086
256	-0.033
257	0.015
258	0.055
259	0.085
260	0.105
261	0.118
262	0.124
263	0.124
264	0.119
265	0.107
266	0.088
267	0.061
268	0.027
269	-0.011
270	-0.05
271	-0.084
272	-0.107
273	-0.116
274	-0.108
275	-0.084
276	-0.047
277	-0.003
278	0.041
279	0.077
280	0.101
281	0.108
282	0.099
283	0.077
284	0.046
285	0.012
286	-0.019
287	-0.046
288	-0.066
289	-0.08
290	-0.089
291	-0.097
292	-0.104
293	-0.109
294	-0.11
295	-0.105
296	-0.088
297	-0.057
298	-0.011
299	0.047
300	0.112
301	0.176
302	0.229
303	0.262
304	0.269
305	0.248
306	0.2
307	0.131
308	0.05
309	-0.034
310	-0.112
311	-0.176
312	-0.223
313	-0.253
314	-0.267
315	-0.268
316	-0.259
317	-0.241
318	-0.214
319	-0.176
320	-0.123
321	-0.055
322	0.029
323	0.125
324	0.225
325	0.318
326	0.393
327	0.439
328	0.447
329	0.414
330	0.342
331	0.239
332	0.115
333	-0.015
334	-0.139
335	-0.246
336	-0.329
337	-0.385
338	-0.416
339	-0.424
340	-0.414
341	-0.386
342	-0.343
343	-0.284
344	-0.206
345	-0.108
346	0.008
347	0.138
348	0.272
349	0.4
350	0.506
351	0.578
352	0.603
353	0.578
354	0.501
355	0.382
356	0.232
357	0.067
358	-0.096
359	-0.244
360	-0.367
361	-0.457
362	-0.516
363	-0.544
364	-0.545
365	-0.522
366	-0.477
367	-0.41
368	-0.32
369	-0.206
370	-0.069
371	0.087
372	0.251
373	0.412
374	0.553
375	0.658
376	0.714
377	0.713
378	0.652
379	0.537
380	0.38
381	0.197
382	0.007
383	-0.174
384	-0.333
385	-0.46
386	-0.553
387	-0.61
388	-0.635
389	-0.63
390	-0.598
391	-0.537
392	-0.449
393	-0.331
394	-0.185
395	-0.015
396	0.17
397	0.357
398	0.53
399	0.672
400	0.766
401	0.8
402	0.771
403	0.68
404	0.536
405	0.355
406	0.155
407	-0.047
408	-0.234
409	-0.396
410	-0.525
411	-0.619
412	-0.677
413	-0.701
414	-0.693
415	-0.652
416	-0.577
417	-0.468
418	-0.324
419	-0.151
420	0.045
421	0.251
422	0.451
423	0.625
424	0.758
425	0.834
426	0.846
427	0.792
428	0.679
429	0.518
430	0.325
431	0.118
432	-0.087
433	-0.275
434	-0.439
435	-0.57
436	-0.668
437	-0.73
438	-0.756
439	-0.744
440	-0.694
441	-0.603
442	-0.471
443	-0.303
444	-0.104
445	0.112
446	0.33
447	0.532
448	0.7
449	0.817
450	0.873
451	0.864
452	0.791
453	0.663
454	0.493
455	0.297
456	0.089
457	-0.115
458	-0.305
459	-0.471
460	-0.609
461	-0.713
462	-0.779
463	-0.805
464	-0.788
465	-0.723
466	-0.612
467	-0.457
468	-0.264
469	-0.046
470	0.184
471	0.405
472	0.601
473	0.754
474	0.852
475	0.887
476	0.859
477	0.773
478	0.637
479	0.464
480	0.269
481	0.063
482	-0.14
483	-0.332
484	-0.502
485	-0.645
486	-0.754
487	-0.821
488	-0.842
489	-0.811
490	-0.728
491	-0.594
492	-0.416
493	-0.204
494	0.026
495	0.258
496	0.471
497	0.651
498	0.782
499	0.856
500	0.87
501	0.826
502	0.73
503	0.592
504	0.422
505	0.231
506	0.031
507	-0.169
508	-0.358
509	-0.528
510	-0.67
511	-0.775
512	-0.834
513	-0.841
514	-0.792
515	-0.689
516	-0.535
517	-0.341
518	-0.122
519	0.105
520	0.322
521	0.513
522	0.664
523	0.765
524	0.813
525	0.806
526	0.749
527	0.649
528	0.514
529	0.353
530	0.175
531	-0.012
532	-0.198
533	-0.375
534	-0.533
535	-0.661
536	-0.748
537	-0.788
538	-0.774
539	-0.706
540	-0.586
541	-0.424
542	-0.232
543	-0.027
544	0.175
545	0.359
546	0.51
547	0.62
548	0.684
549	0.701
550	0.676
551	0.612
552	0.515
553	0.394
554	0.253
555	0.099
556	-0.061
557	-0.218
558	-0.365
559	-0.491
560	-0.587
561	-0.644
562	-0.656
563	-0.619
564	-0.537
565	-0.415
566	-0.265
567	-0.1
568	0.066
569	0.218
570	0.345
571	0.44
572	0.498
573	0.521
574	0.51
575	0.471
576	0.407
577	0.325
578	0.228
579	0.122
580	0.009
581	-0.104
582	-0.212
583	-0.307
584	-0.382
585	-0.43
586	-0.445
587	-0.425
588	-0.372
589	-0.29
590	-0.187
591	-0.075
592	0.036
593	0.135
594	0.214
595	0.268
596	0.295
597	0.298
598	0.279
599	0.245
600	0.199
601	0.145
602	0.089
603	0.031
604	-0.027
605	-0.08
606	-0.128
607	-0.166
608	-0.191
609	-0.199
610	-0.188
611	-0.158
612	-0.112
613	-0.053
614	0.01
615	0.07
616	0.12
617	0.153
618	0.165
619	0.156
620	0.129
621	0.086
622	0.035
623	-0.019
624	-0.07
625	-0.114
626	-0.147
627	-0.169
628	-0.178
629	-0.174
630	-0.156
631	-0.124
632	-0.08
633	-0.023
634	0.043
635	0.114
636	0.185
637	0.247
638	0.295
639	0.321
640	0.32
641	0.29
642	0.233
643	0.151
644	0.054
645	-0.052
646	-0.157
647	-0.254
648	-0.334
649	-0.393
650	-0.427
651	-0.436
652	-0.417
653	-0.372
654	-0.302
655	-0.207
656	-0.093
657	0.037
658	0.175
659	0.311
660	0.435
661	0.534
662	0.6
663	0.622
664	0.598
665	0.527
666	0.415
667	0.269
668	0.102
669	-0.072
670	-0.242
671	-0.395
672	-0.523
673	-0.619
674	-0.679
675	-0.701
676	-0.684
677	-0.627
678	-0.531
679	-0.398
680	-0.233
681	-0.042
682	0.165
683	0.372
684	0.565
685	0.726
686	0.84
687	0.895
688	0.884
689	0.807
690	0.67
691	0.485
692	0.267
693	0.035
694	-0.194
695	-0.406
696	-0.589
697	-0.735
698	-0.838
699	-0.895
700	-0.905
701	-0.867
702	-0.779
703	-0.641
704	-0.458
705	-0.235
706	0.016
707	0.28
708	0.538
709	0.767
710	0.948
711	1.062
712	1.097
713	1.051
714	0.928
715	0.739
716	0.503
717	0.239
718	-0.031
719	-0.289
720	-0.52
